time,ADC0,ADC2,ADC12,CPU_trigger,time/threshold
0.07973030116409063,4095,202,27,0,276
1.7347583927912638,4095,248,30,0,376
3.481055684038438,4095,663,64,0,788
5.158515831572004,3511,143,22,0,104
6.923968396149576,4095,471,48,0,654
8.59295574564021,4095,734,70,0,848
10.25717933580745,3574,146,22,0,50
11.900335184414871,4095,376,40,0,562
13.611176834441721,3737,152,23,0,106
15.227494096150622,4095,244,30,0,360
17.0111732899677,4095,228,28,0,328
18.682800277601928,4095,210,27,0,288
20.364639249630272,3928,160,23,0,152
22.03955721796956,4095,222,28,0,308
23.660181784420274,4095,290,33,0,440
25.374842534423806,4095,258,31,0,394
27.069373568403535,3914,160,23,0,162
28.75295181700494,4095,277,32,0,418
30.472464565187693,4095,1100,100,0,1026
32.21493557363283,3820,156,23,0,138
34.02281870658044,3452,140,22,0,34
35.70305419003125,4095,207,27,0,292
37.50954888795968,4010,164,24,0,170
39.15370999393053,4095,363,39,0,532
40.80338337318972,4095,210,27,0,288
42.36882744880859,4095,386,41,0,560
43.988753901212476,4095,239,29,0,354
45.58105062798131,4095,209,27,0,294
47.31478715117555,4009,164,24,0,176
48.953809539205395,4095,168,24,0,170
50.68751907313708,4095,449,47,0,632
52.40977192320861,4095,178,25,0,212
54.01735759479925,4095,186,26,0,230
55.735710396198556,4095,361,39,0,542
57.461627195589244,4095,174,25,0,196
59.08204459201079,3523,143,22,0,48
60.854442590032704,3548,145,22,0,16
62.54029255663045,4095,295,34,0,448
64.25986763997935,3748,153,23,0,138
65.93774969561491,4095,212,27,0,298
67.758883950999,3534,144,22,0,90
69.35960350884125,3625,148,22,0,102
71.12237685278524,4095,179,25,0,208
72.83893557882402,3774,154,23,0,52
74.60213393997401,4095,227,28,0,336
76.26500271214172,4095,195,26,0,264
77.94514842878561,3664,149,23,0,106
79.6737403156003,3596,147,22,0,118
81.33703493361827,3794,155,23,0,138
83.06523958023172,4095,331,36,0,502
84.84551018360071,4095,224,28,0,326
86.46812187880278,4095,333,36,0,496
88.14926851773635,3842,157,23,0,154
89.766604311415,4095,271,31,0,406
91.46167104761116,4095,199,26,0,266
93.1966873066267,3582,146,22,0,100
94.81696793518495,3276,134,21,0,36
