time,ADC0,ADC2,ADC12,CPU_trigger,time/threshold
0.0,4095,252,30,0,376
1.6698361617745832,4095,400,42,0,590
3.1365531960036606,4095,228,28,0,336
4.590536330011673,4095,190,26,0,232
6.139697030419484,4095,181,25,0,212
7.692982723237947,4078,167,24,0,186
9.18463663442526,4095,226,28,0,330
10.754035254358314,4095,275,32,0,416
12.360963843995705,4095,294,33,0,446
13.907257037819363,4095,290,33,0,496
15.479715928784572,4095,331,36,0,506
17.036575550795533,4043,165,24,0,176
18.58946661115624,4095,250,30,0,372
20.099971565185115,4095,264,31,0,390
21.64162422833033,4095,571,56,0,740
23.1136807174189,4095,199,26,0,266
24.698853467940353,4095,187,26,0,242
26.21698344242759,4076,167,24,0,154
27.64120721956715,3656,149,23,0,68
29.011889984016307,3774,154,23,0,70
30.580544156371616,3802,156,23,0,128
32.07008738059085,4095,248,30,0,366
33.50555410364177,4095,320,36,0,488
35.04102204099763,4095,201,26,0,278
36.553243217407726,3764,154,23,0,122
38.085925233201124,4095,276,32,0,418
39.64511941175442,4085,167,24,0,186
41.24129286175594,4095,186,26,0,228
42.67341077560559,4095,288,33,0,440
44.155556465964764,4068,167,24,0,158
45.66034373675939,4095,325,36,0,492
47.2303097207332,4095,179,25,0,216
48.71273594524246,4095,302,34,0,458
50.25907839892898,4095,181,25,0,212
51.63803656678647,4095,342,38,0,534
53.04268477635924,3799,155,23,0,118
54.492547167348675,4095,373,40,0,548
55.97662119800225,3925,161,24,0,158
57.533407666836865,4095,206,27,0,278
59.05103518394753,4095,290,33,0,442
60.57115140079986,3720,152,22,0,130
62.04659134161193,4095,189,26,0,234
63.396664144820534,4095,201,26,0,260
64.88506712799426,4095,403,42,0,594
66.30053058441263,4095,321,36,0,494
67.93875337275676,4095,400,42,0,576
69.33379043883178,4095,279,32,0,418
70.87954423599876,3843,157,23,0,132
72.4869345825864,4095,506,51,0,684
73.92634697293397,3540,145,22,0,72
75.37480184517335,4095,228,28,0,348
76.93777463759761,3538,145,22,0,64
78.48012700641993,4095,212,27,0,294
80.00759447354358,3937,162,24,0,158
81.4757162395399,4095,251,30,0,390
83.00607836118434,4029,165,24,0,136
84.55179628473707,4095,312,35,0,478
86.11152719520032,4095,387,41,0,584
87.5785423660418,4095,220,28,0,308
89.11883217841387,4095,197,26,0,262
90.62275807280093,3691,151,23,0,68
92.02817341196351,4095,173,25,0,186
93.50901325361338,3364,137,22,0,50
95.03387976775412,3979,163,24,0,156
96.5425841093529,4095,487,49,0,674
97.98376187914982,3987,163,24,0,166
99.5212431132095,4095,1502,132,0,1184
100.96230855083559,3491,143,22,0,68
102.42539677838795,3471,142,22,0,32
103.8766722555738,3501,143,22,0,82
105.45224697922822,3647,149,22,0,104
106.95004291739315,3575,146,23,0,64
108.55383270897437,4095,213,27,0,296
110.11915744934231,4095,358,39,0,534
111.6804526183987,3836,157,23,0,124
113.22540665557608,4095,235,29,0,348
114.70298456738237,4095,171,24,0,182
116.25193876156118,4095,242,29,0,362
117.82197973923758,4095,185,26,0,228
119.33639698359184,3912,160,24,0,160
120.76111416716594,4095,184,25,0,218
122.23697168356739,4095,209,28,0,276
123.81538829521742,4095,513,51,0,712
125.40883082780056,3770,154,23,0,98
126.997823978425,4095,187,25,0,218
128.4783923960058,4095,249,30,0,370
130.013858292019,4095,211,27,0,296
131.5385857670335,4022,164,24,0,176
133.05909813917242,3373,137,22,0,32
134.60862554993946,4095,199,27,0,254
136.07576010958292,4095,491,49,0,682
137.52313373913057,3912,160,23,0,156
139.0862557135988,4095,273,32,0,414
140.50791892479174,4095,177,25,0,190
142.0299084725557,4095,429,45,0,608
143.30466616177,3841,157,23,0,124
144.79657048278023,4095,1633,142,0,1204
146.38031826238148,4095,311,35,0,472
147.97095454041846,4095,189,26,0,242
149.45969843433704,4095,190,26,0,226
