time,ADC0,ADC2,ADC12,CPU_trigger,time/threshold
0.02273201080970466,4095,208,25,0,298
2.1668301176978275,4095,209,25,0,306
4.458319073659368,4095,213,26,0,318
6.607517677126452,4095,340,36,0,502
8.724339841282926,4095,198,25,0,266
10.72353562223725,3808,156,22,0,156
13.095919172279537,4095,177,24,0,218
15.351547627826221,4017,165,22,0,176
17.561883338494226,4095,225,27,0,336
19.730766401742585,4095,262,30,0,394
21.865185194066726,4095,171,23,0,212
24.126904702396132,3782,155,22,0,162
26.185496127116494,4095,274,31,0,412
28.446578177041374,4095,252,29,0,384
30.729820795124397,4095,172,23,0,192
33.00674079998862,4095,363,38,0,554
34.99934499862138,4095,176,23,0,210
37.130524810403585,4095,222,27,0,322
39.125182882649824,4095,239,28,0,372
41.342734260018915,3818,156,22,0,144
43.30189838644583,4095,417,42,0,590
45.39010898233391,3949,162,22,0,176
47.62575308443047,4095,193,25,0,256
49.77499493781943,3901,161,22,0,176
52.05846519966144,4095,182,24,0,232
54.295986754470505,4095,212,26,0,304
56.479544187895954,3753,154,21,0,72
58.633103932254016,3744,154,21,0,156
60.76881613233127,4095,179,24,0,234
62.96684009337332,4095,169,23,0,198
65.11605372675695,4095,210,25,0,314
67.06597883231007,4095,394,41,0,578
69.39757535455283,4095,237,28,0,356
71.5678544830298,3791,156,22,0,146
73.71039904060308,3923,161,22,0,164
75.88110418745782,4095,491,49,0,642
77.91646313888486,4095,674,65,0,782
79.90038375661243,4095,171,23,0,196
82.14996416354552,4095,196,25,0,262
84.4782539649168,4095,175,24,0,210
86.63379022676963,4095,182,24,0,234
88.74991359200794,4095,187,25,0,238
90.98860263789538,4095,307,34,0,466
93.05766666284762,3498,143,21,0,126
95.32445095735602,4095,236,27,0,364
97.5796205101069,4095,223,27,0,324
99.72699668235146,4095,434,44,0,612
102.14499527600128,4095,272,31,0,412
104.12706095457543,4095,175,24,0,196
106.31623041082639,4095,219,26,0,322
108.5146682128543,4087,168,23,0,194
110.72094417607877,4095,299,33,0,450
112.9786361878505,4095,184,24,0,230
115.2365814212244,3756,154,22,0,106
117.4781849872088,3457,142,21,0,50
119.68409287324175,4095,258,29,0,404
121.92879535735119,4095,174,23,0,210
123.94059043226298,3546,145,21,0,106
126.10728341981303,4095,199,25,0,264
128.36473108269274,4095,312,34,0,474
130.60197444900405,4095,305,34,0,468
132.78761344449595,4095,180,24,0,232
134.90985017677303,4095,207,25,0,298
137.05851527920458,3792,156,22,0,102
139.13169841491617,4095,251,29,0,376
141.36609655455686,4095,726,69,0,832
143.34250702115241,4095,182,24,0,232
145.5820770545397,4095,232,27,0,354
147.89704499335494,4095,249,28,0,384
150.02009317674674,4095,382,40,0,554
152.1693707649829,3532,145,21,0,82
154.36202705453616,3872,159,22,0,172
156.7567046385957,4095,269,30,0,418
158.7981727878796,4095,248,29,0,378
161.07237369345967,4095,925,86,0,938
163.29648707946762,4095,296,33,0,452
165.45005886943545,3534,145,21,0,102
167.606490124017,4014,165,23,0,180
169.90855318226386,3422,140,20,0,90
172.12122049205936,4095,209,26,0,300
174.3457556378562,3775,155,22,0,154
176.71071689936798,4095,480,48,0,660
178.94011025037616,3615,149,21,0,124
181.01916533824988,4095,244,28,0,372
183.06626790005248,4095,826,77,0,894
185.3661470670486,4095,227,27,0,334
187.49792027124204,3855,159,22,0,48
189.59013541880995,3825,157,22,0,156
191.68944312853273,3644,149,21,0,126
193.88550361047965,4054,167,23,0,192
196.2071488100337,3580,147,21,0,128
198.4089872322511,4095,280,32,0,426
200.5921607434284,4095,256,29,0,410
202.66093551181257,4095,174,24,0,220
204.91610923642293,3797,156,22,0,154
206.9818892836338,4095,408,42,0,584
209.11288710520603,4095,204,25,0,290
211.44133663224056,4095,170,23,0,188
213.58035812119488,4095,187,24,0,240
215.80214751593303,4095,206,25,0,300
217.96144122711848,3698,152,21,0,112
220.144818102126,4095,200,25,0,280
222.36939610517584,4095,180,24,0,234
224.4655445131939,4095,229,27,0,328
226.6146466822829,4095,341,37,0,506
228.79840519896243,3616,149,21,0,128
231.04854837048333,4095,223,27,0,322
233.18301692116074,3632,150,21,0,106
235.35721947671846,4095,201,25,0,282
237.46291899343487,4095,225,27,0,328
239.62902753509115,4095,448,45,0,626
241.99301791004837,4095,178,24,0,228
244.13692111638375,4095,183,24,0,238
246.42554782668594,4095,390,41,0,570
248.63245522533543,4095,199,25,0,276
250.7814986212179,4095,231,27,0,356
253.02282097609714,4095,235,27,0,346
255.21854104753584,4095,172,23,0,212
257.32005949201994,4095,319,35,0,474
259.6574292558944,4095,170,23,0,176
261.7349443823332,4095,298,33,0,454
263.9805049399147,3900,160,22,0,156
266.2052725767717,4095,416,43,0,596
268.31219708232675,4095,212,26,0,314
270.5481688489672,4080,168,23,0,194
272.64270352362655,3995,165,22,0,180
274.8550756747136,3669,151,22,0,66
277.0684147551656,4095,379,40,0,560
279.33109757117927,4095,204,25,0,288
281.5644887184026,3749,154,22,0,96
283.6790927211987,4095,175,23,0,210
285.7774545100983,4095,209,26,0,304
287.98377071425784,3719,153,22,0,126
290.22574078512844,4095,173,23,0,216
292.4784443343524,4095,367,39,0,554
294.77215742948465,4095,265,30,0,396
296.95397215522826,231,7,9,1,4095
299.11869384895544,3740,153,22,0,154
301.43497015174944,3639,150,21,0,140
303.4440227211453,4052,167,23,0,180
305.44523896009196,4095,319,35,0,476
307.59376510384027,4095,180,24,0,214
309.8812854823191,4095,244,28,0,364
312.1529673052719,3966,163,22,0,162
314.2979998016963,4045,166,23,0,184
316.4582751742564,4095,385,40,0,562
318.56692985934205,3691,152,22,0,140
320.7891147166956,4095,203,25,0,286
322.8509207034949,4095,253,29,0,382
325.0586736545665,4095,357,38,0,532
327.0943510212237,4095,467,47,0,640
329.42381509311963,4095,236,28,0,354
331.63882958260365,4095,473,48,0,652
333.8597584882518,3832,158,22,0,106
336.0757680493407,4095,245,28,0,368
338.3142461212119,4095,338,36,0,518
340.5924482094124,4095,177,24,0,196
342.73677341558505,4095,307,34,0,470
344.7873485732125,4095,184,24,0,240
346.9314777434338,4095,454,46,0,628
349.0608822600916,4095,302,33,0,464
351.22001188783906,4095,276,31,0,422
353.33273571846075,3934,162,23,0,176
355.4079938000068,3607,148,21,0,142
357.7186874131439,4095,194,25,0,254
359.858448673971,3182,130,20,0,36
362.0562938343501,3693,152,21,0,138
364.2977471156046,3922,161,23,0,160
366.4932880381821,3648,150,21,0,100
368.63323730032425,4095,216,26,0,316
370.7993233152665,4095,237,27,0,354
372.9486538207857,4095,286,32,0,428
375.12014299375005,4095,219,26,0,324
377.3306038604351,4095,183,24,0,212
379.625646304572,4095,203,25,0,292
381.78299058263656,3334,137,20,0,54
384.0577511492884,4095,347,37,0,528
386.24339857674204,4095,529,52,0,704
388.46151348855346,4095,397,42,0,576
390.62778191047255,4095,206,25,0,292
392.73309857118875,4095,560,55,0,708
394.840828746208,3473,142,21,0,104
