time,ADC0,ADC2,ADC12,CPU_trigger,time/threshold
0.008877348969690502,4095,182,23,0,214
1.9832145215477794,4095,279,30,0,420
3.9977901069214568,4095,182,24,0,202
5.891323875053786,3795,156,22,0,136
7.833172161132097,4095,1674,144,0,1204
9.953242620103993,4095,227,27,0,326
11.935063564917073,4095,181,24,0,214
14.003296504495665,4095,340,36,0,512
16.20029700314626,3489,143,21,0,84
18.173711172537878,4095,184,24,0,228
20.240419150330126,3982,164,22,0,158
22.16616443300154,3983,164,22,0,142
24.2326128045097,4095,2251,193,0,1344
26.21494539268315,4095,200,25,0,266
28.204287148313597,4056,167,23,0,166
30.31145484338049,4095,263,29,0,386
32.214602121151984,4095,247,28,0,362
34.11325728229713,4095,171,23,0,192
36.17057677323464,4095,265,29,0,404
38.15108027122915,4095,177,23,0,210
40.11035278788768,3906,161,22,0,132
42.18181873927824,4095,249,28,0,364
44.13655579963233,4027,166,22,0,136
46.041638653492555,3982,164,23,0,154
48.09808632079512,3866,159,22,0,136
50.16656250448432,4095,243,28,0,372
52.1620268097613,4095,284,31,0,442
54.298636963940226,4095,222,26,0,310
56.50845780968666,4095,198,25,0,260
58.47795468126424,4095,227,27,0,322
60.55305427883286,4095,426,43,0,612
62.527750765671954,3718,153,21,0,52
64.80821482115425,4095,190,24,0,244
66.80927127331961,4095,2698,231,0,1396
68.80890003161039,4095,976,87,0,964
70.78804423788097,4095,179,24,0,212
72.8511021087179,4095,282,31,0,430
74.778508799267,4095,205,25,0,266
76.60499535663985,4095,352,36,0,516
78.65696077118628,4095,296,32,0,448
80.44306504901033,3776,155,22,0,116
82.32421209895983,4095,204,25,0,282
84.2680633100681,4095,1488,129,0,1156
86.33050732675474,3595,148,21,0,102
88.32844318298157,4095,210,25,0,290
90.4099683156237,4095,390,39,0,576
92.3674051722046,3616,149,21,0,122
94.30075162672438,3650,150,21,0,104
96.20570936566219,3362,138,20,0,82
98.0723777100211,3417,140,20,0,52
100.01655727112666,4095,219,26,0,314
102.02946878992952,3473,142,20,0,68
104.06962792668492,4048,167,22,0,176
106.13659305451438,4095,203,25,0,272
108.15955055935774,3528,145,21,0,50
110.01441454270389,4095,259,29,0,380
112.01813238230534,4095,181,24,0,224
114.07013226766139,4095,274,30,0,420
115.90677504276391,3271,134,20,0,34
117.91871113469824,3797,156,22,0,136
119.89600774797145,3950,162,22,0,152
121.93765111244284,4095,255,29,0,402
123.84778334375005,4095,454,45,0,648
125.74434741528239,3968,162,22,0,138
127.81798553885892,3667,150,21,0,52
129.72339108155575,4095,234,27,0,338
131.71324521012139,4095,201,25,0,266
133.7316428545164,3453,142,20,0,82
135.6729066267144,4095,171,23,0,170
137.68966334755532,4095,387,40,0,574
139.6187872440787,4095,304,33,0,466
141.5910136315506,3899,160,22,0,138
143.5347503576195,3949,162,22,0,166
145.44411359890364,4095,772,70,0,890
147.40683155448642,4005,165,23,0,170
149.29175433923956,4095,340,36,0,512
151.26350032712799,4095,340,35,0,498
153.21613267227076,4095,201,25,0,278
155.15941918164026,4095,191,25,0,252
157.1368814742891,4095,265,29,0,400
159.1244841266889,3959,163,22,0,140
161.16831247147638,4085,168,23,0,178
163.234239029116,3426,141,20,0,76
165.2974852208281,4095,184,24,0,224
167.41323976533022,4095,196,25,0,250
169.57415739167482,4095,243,27,0,350
171.59460509719793,4095,222,26,0,316
173.67817549302708,3554,146,21,0,100
175.82308645942248,3942,162,23,0,154
177.84881170385052,3973,163,22,0,172
179.70377077674493,3773,155,22,0,106
181.76815622358117,4095,170,23,0,176
183.69260512676556,4095,311,33,0,480
185.76389148226008,4095,227,26,0,340
187.77696786494926,3907,160,22,0,118
189.6789263569517,4095,182,24,0,188
191.6622245600447,4095,251,28,0,384
193.69463722081855,3817,157,21,0,146
195.6778567096917,3940,162,22,0,116
197.83645538927522,4071,167,23,0,156
199.89415934309363,3548,146,21,0,64
201.91201475448906,3461,142,21,0,64
203.91855564899743,3682,152,21,0,52
205.71291677327827,4095,173,23,0,174
207.840010717744,3776,155,21,0,116
209.86805419821758,4095,174,23,0,188
211.89179836877156,3726,153,21,0,122
213.91877655975986,4095,347,36,0,506
215.74689760420006,4095,408,41,0,596
217.65012423263397,4095,177,23,0,210
219.70296605455223,3520,144,21,0,116
221.50026075937785,4095,193,25,0,244
223.5054382600356,4095,248,28,0,378
225.4185121204937,4095,223,26,0,316
227.58122718788218,4095,277,31,0,422
229.5244466739241,3751,154,22,0,50
231.4726175017422,4095,213,25,0,296
233.4893867309438,3543,146,21,0,84
235.46570607088506,3943,162,22,0,146
237.53183944616467,4095,176,23,0,194
239.5851671951823,3367,138,20,0,52
241.7529175285017,4095,495,48,0,660
243.8351320583606,4095,190,25,0,230
245.94611395383254,3673,152,21,0,102
247.97759338852484,3502,144,21,0,84
250.0261741593713,4095,339,35,0,502
252.03112931002397,4095,197,25,0,250
254.08139324304648,3676,150,22,0,116
255.9646450249711,4095,248,28,0,372
258.00536435691174,3673,151,21,0,74
260.0224011639366,3696,152,21,0,134
262.02553001907654,4095,301,33,0,446
264.0188584260177,4095,291,31,0,438
266.1691941051977,4072,168,23,0,174
268.15564884548075,3778,155,22,0,148
270.24000302364584,3509,144,21,0,104
272.2303415434435,4095,612,58,0,744
274.1730969034834,4095,202,25,0,274
276.18382494407706,4095,209,25,0,280
278.02602773788385,3678,151,21,0,136
279.94449171284214,4095,199,25,0,264
282.00465956004336,4026,166,23,0,170
284.0005381319206,4095,362,37,0,538
286.14864586421754,4095,327,35,0,492
288.2049997767899,4095,211,25,0,298
290.2177844652906,3612,148,21,0,52
292.11946450488176,3120,128,19,0,50
294.18675997678656,4095,173,23,0,192
296.17204522679094,4095,224,26,0,330
298.1751872204477,3698,152,21,0,80
300.2433130691061,4095,206,25,0,278
302.1920377931092,4095,283,31,0,426
304.07208741561044,4095,352,37,0,528
306.23631957080215,4095,244,28,0,362
308.3577172885416,3234,133,20,0,50
310.36154268227983,3209,131,20,0,44
312.339528437471,3457,142,21,0,82
314.4340331646381,4095,224,26,0,308
316.48020558198914,4095,182,24,0,224
318.4754255764419,4095,273,30,0,412
320.5976700326428,4095,299,32,0,442
322.6195941652404,4095,270,31,0,410
324.6337667708285,4095,192,25,0,258
326.690163971507,4095,233,27,0,350
328.76266797911376,3192,130,19,0,34
330.719676326029,4095,228,26,0,338
332.61003045376856,4022,165,22,0,166
334.6039220718667,3590,148,21,0,50
336.65485753747635,4095,291,31,0,442
338.6269219801761,3814,157,22,0,106
340.6755973267136,4095,192,24,0,244
342.6806501597166,4095,194,25,0,260
344.6732350187376,4095,205,25,0,280
346.684078981285,4095,223,26,0,322
348.6918652583845,4025,166,22,0,166
350.70449330378324,4095,176,23,0,188
352.75787522573955,3933,162,22,0,150
354.73540629586205,3748,154,21,0,136
356.77245369378943,4095,218,26,0,296
358.7255106489174,4095,187,24,0,218
360.8239076236496,4095,219,26,0,314
362.8643163902452,3999,165,22,0,168
364.7666383263422,3608,148,21,0,64
366.6932121712016,4095,171,23,0,176
368.6111755454913,4095,693,64,0,800
370.69146034959704,3773,155,21,0,142
372.82156354305334,4031,165,22,0,138
374.78444483992644,4095,231,27,0,338
376.7615965489531,4095,288,31,0,432
378.94272095419,4095,189,24,0,240
380.88089920487255,4095,377,39,0,548
382.8178055292228,4095,181,24,0,224
384.8714931822615,4095,197,25,0,266
386.8475881469203,3562,146,21,0,120
388.8062022784725,4095,206,25,0,284
390.9524200299056,4095,236,27,0,348
393.0887569375336,4095,194,24,0,250
395.0686682211235,4095,232,27,0,340
397.1656122846762,3681,151,21,0,50
398.9540155378636,4095,267,30,0,396
400.9301665823441,4095,181,24,0,212
402.97824396390934,3499,144,20,0,36
404.8856634083204,4095,299,32,0,460
406.985229039914,4095,339,36,0,516
408.92855881282594,4095,203,25,0,276
410.86628261907026,4095,180,24,0,216
412.6511756038526,3924,162,22,0,134
414.61201511358377,3616,149,21,0,64
416.5657947874861,4095,202,25,0,274
418.6010457375087,3353,138,20,0,50
420.4955566319404,3789,156,21,0,138
422.560803518747,4095,248,28,0,368
424.4702962326119,3653,150,21,0,70
426.33616967499256,4095,195,25,0,248
428.4017796156695,4095,286,31,0,432
430.39729393995367,3859,159,22,0,142
432.43099379411433,4095,179,24,0,210
434.4956197128631,3620,149,21,0,66
436.5921610131627,3641,149,21,0,48
438.73672431427985,4095,232,26,0,328
440.8019940791419,4095,229,26,0,328
442.73347375902813,4095,262,29,0,382
444.9047496353742,4095,185,24,0,224
446.8598799322499,4095,227,27,0,322
448.82828760310076,4095,185,24,0,228
450.7732943156734,4095,197,24,0,266
452.79442996531725,4095,303,32,0,444
454.77472480456345,4095,399,40,0,574
456.82130033685826,3539,145,21,0,114
458.967437493382,3722,153,21,0,52
460.980807806598,4095,245,28,0,362
463.09378178440966,4095,197,25,0,252
465.28904638788663,4095,176,24,0,210
467.16111522121355,4095,182,24,0,224
469.16692046565004,4095,253,28,0,378
471.1134651878383,3981,163,22,0,154
473.1240070593776,4095,176,23,0,202
475.1305194857996,3637,150,21,0,134
477.1265901767183,4095,254,28,0,372
479.2050162323285,4095,293,32,0,440
481.24186213850044,4095,206,25,0,286
483.0845960434526,4095,312,33,0,480
485.056343976059,4095,181,24,0,204
487.058044160367,4095,203,25,0,272
488.8316562374821,4095,464,45,0,638
490.9133619100321,4095,255,29,0,404
492.8714982152451,3988,164,23,0,138
494.9556773885852,4095,242,28,0,360
496.93026855413336,4095,188,24,0,240
498.98742246010806,4095,362,38,0,546
500.86479463928845,3887,160,22,0,166
502.7963431600947,4095,196,25,0,244
504.8657565249596,4095,284,31,0,414
506.87167816527653,4095,286,31,0,432
509.0139827969251,4095,326,35,0,516
510.949774581939,4041,166,23,0,154
513.0808249888942,4095,209,25,0,288
515.0743666756898,4095,294,32,0,436
517.0006921471795,3378,139,20,0,62
518.9290310854558,4095,250,28,0,384
520.8006931875134,4095,206,25,0,282
522.8075764513342,4095,190,25,0,248
524.8218864809023,3723,153,22,0,64
526.9886604989879,4095,474,46,0,640
528.9378857042175,4095,181,24,0,212
530.7580426267814,4095,182,24,0,218
532.6526878663572,4095,201,25,0,286
534.6459273326909,4095,188,24,0,232
536.5485157431103,3852,159,22,0,154
538.5731283145724,4095,262,30,0,378
540.5603771145688,4095,188,24,0,226
542.5843768201303,4095,208,25,0,284
544.8022351871477,3935,162,22,0,140
546.7549108492676,4095,212,25,0,296
548.7667241083691,4095,201,25,0,260
550.8719223656226,4095,217,26,0,304
552.8046684094006,4095,169,22,0,188
554.8622339600697,3802,156,21,0,100
556.8115358490031,3848,158,22,0,156
558.7930383121129,4095,304,33,0,468
560.911213327432,4095,289,32,0,440
562.8456815732643,4095,248,28,0,366
564.8767483683769,4095,224,26,0,312
566.7975963100325,4095,447,44,0,640
568.8152020906564,4095,245,28,0,364
570.9281348412624,3921,162,22,0,168
572.9705967544578,4095,497,48,0,682
575.064638189273,4095,242,28,0,360
577.0478697732324,4095,315,34,0,476
579.0540580052184,4095,334,35,0,488
580.9268568712287,3946,162,22,0,138
582.8488572537899,3926,161,22,0,118
584.7147953843232,4095,178,23,0,188
586.8749415812781,4095,173,23,0,202
588.9377727903193,3990,164,22,0,176
590.8852344139013,3399,139,21,0,48
593.0271879464854,3927,162,22,0,166
595.0813730496448,4095,180,23,0,194
597.1277472937945,4095,178,23,0,210
599.1959136989899,4095,284,31,0,432
601.315584054566,3980,164,22,0,154
603.3943018736318,3712,152,21,0,120
605.3393849878339,4095,546,52,0,744
607.3785588773899,4095,254,29,0,376
609.4135980440769,4095,191,25,0,246
611.5554484197637,4095,206,25,0,270
613.4711457992671,293,10,10,1,4095
615.4355230968213,4095,211,25,0,280
617.4567396058701,4095,185,24,0,220
619.0324347316055,4095,3615,1065,0,2124
619.4150773267029,4095,180,24,0,202
621.5214830340119,4095,340,35,0,500
623.4939918739256,4095,189,24,0,248
625.4295090601081,4095,180,23,0,224
627.508277376066,4095,191,24,0,226
629.4711457330268,300,10,10,1,4095
631.5295244475128,4095,206,25,0,286
633.4377707510721,3948,163,22,0,154
635.4711457992671,338,12,10,1,4095
637.4665610875236,3648,150,21,0,80
639.6140044243075,4095,624,59,0,760
641.4936655930942,4095,482,47,0,650
643.5999452208634,4095,246,28,0,362
645.65772025974,3126,128,19,0,48
647.751712070778,4095,267,30,0,394
649.641863281955,4095,316,33,0,484
651.7293603486614,3609,148,21,0,122
653.7707692430122,3721,153,21,0,122
655.6497978374828,4095,238,27,0,368
657.4957054121187,4095,178,24,0,212
659.4874470656505,3959,163,22,0,186
661.3674082778161,4095,177,23,0,208
663.4399684225209,4095,170,23,0,158
665.2861426483141,4095,180,24,0,204
667.4394159986405,4095,218,26,0,304
669.5174877524842,4095,209,25,0,288
671.5933348489925,4095,190,24,0,228
673.5608350704424,4062,167,23,0,178
675.447228797595,4095,210,25,0,294
677.3597593322629,4095,178,24,0,208
679.3610987447901,3543,146,21,0,52
681.2783270232612,4095,205,25,0,286
683.2692506045569,4095,197,25,0,260
685.2154438433936,4095,540,52,0,698
687.2688913426828,4095,430,43,0,604
689.1586094433442,4095,180,23,0,202
691.0992489239434,4095,302,32,0,450
692.9847425544867,4095,174,23,0,192
694.9225533927092,4032,166,22,0,146
697.0193727965234,3598,148,21,0,48
699.0310967308469,3968,163,22,0,138
701.1075431124773,3949,163,22,0,170
703.1254981440725,4095,325,34,0,510
705.1708369823173,4095,324,34,0,512
707.1687274823198,4095,198,25,0,262
709.1833743287716,3919,161,22,0,144
711.1922124760458,4095,177,23,0,188
713.1679796096869,4095,177,23,0,210
715.205952933291,4095,948,85,0,960
717.1643267044565,4095,194,24,0,252
719.3652423715685,4095,244,27,0,384
721.2850092309527,4095,184,24,0,214
723.256695253076,4095,239,27,0,340
725.1788731798297,4095,224,26,0,314
727.0651356927119,4095,268,30,0,386
729.1066781871486,4095,204,25,0,274
731.158054921194,4095,203,25,0,260
733.095637382241,4095,324,34,0,484
735.2047878957819,4095,279,31,0,418
737.2859593930189,4095,188,24,0,244
739.4616433166666,4095,215,26,0,300
