time,ADC0,ADC2,ADC12,CPU_trigger,time/threshold
0.0,4095,175,25,0,208
1.611613034736365,4095,171,24,0,156
3.116207527462393,4095,194,26,0,260
4.738502804539166,3768,154,23,0,98
6.3322196691296995,4095,249,29,0,376
7.925181771861389,3401,139,22,0,26
9.468277755193412,4095,409,43,0,594
11.042301495792344,4095,325,36,0,502
12.613261002115905,4095,400,42,0,598
14.167143879807554,4095,228,29,0,330
15.817098715924658,4095,210,27,0,292
17.345753198955208,4095,365,39,0,558
19.07439623994287,3820,156,23,0,104
20.624814226757735,4095,195,26,0,250
22.236876682261936,4095,311,35,0,480
23.811636754544452,4095,229,28,0,326
25.297621908714063,4095,168,24,0,174
26.79656110040378,4095,174,24,0,192
28.266056743450463,4095,207,27,0,296
29.738385090604424,4095,192,26,0,244
31.252911040675826,4095,295,34,0,456
32.73915065382607,4095,168,24,0,178
34.2304629329592,4095,250,30,0,386
35.794648721581325,4095,267,32,0,408
37.28206937643699,3907,160,24,0,160
38.9021379124606,3634,148,23,0,64
40.474622995825484,4095,188,26,0,228
42.091790293110535,4095,225,28,0,336
43.634919643052854,4095,423,44,0,608
45.346826348570175,4095,180,25,0,212
46.83271142083686,3633,149,22,0,122
48.36647660413291,4095,204,26,0,278
49.94468228193,4095,197,26,0,260
51.61139445414301,4095,208,26,0,300
53.20372084865812,4071,167,24,0,176
54.753935009706765,4095,328,36,0,512
56.358060165308416,4095,770,72,0,906
57.860149706946686,4095,305,34,0,466
59.46194094303064,4095,631,61,0,788
60.98816378193442,4095,408,43,0,602
62.50526256801095,3762,153,23,0,50
64.02768325689249,3838,157,23,0,120
65.66852035769261,3930,161,23,0,160
67.3264146958245,3887,159,23,0,138
68.85035940213129,4008,165,24,0,170
70.50557657296304,3710,152,23,0,100
72.08548132504802,4095,418,44,0,606
73.6268839368131,4095,287,33,0,446
75.32046011462808,3652,149,23,0,82
76.95978437014855,3577,146,22,0,34
78.55748433608096,4095,178,25,0,208
80.08166709239595,4095,232,28,0,332
81.60269486007746,4095,172,25,0,200
83.13461347331759,4095,255,30,0,394
84.78770518745296,4095,237,29,0,346
86.29245626390912,4095,223,28,0,324
87.84212198050227,4095,358,39,0,538
89.42928904306609,3320,136,22,0,52
91.01573779270984,4095,301,34,0,450
92.47944420413114,4095,200,26,0,266
94.02145450760145,3999,164,24,0,144
95.5753112208331,4095,331,36,0,512
97.18884761387017,4095,223,28,0,314
98.70704399724491,4095,299,34,0,456
100.22812319372315,4095,175,24,0,190
101.72617229167372,4095,224,28,0,314
103.3709979763953,4052,166,24,0,154
104.96724937565159,4095,198,27,0,264
106.47889029304497,4095,272,32,0,416
107.93424164305907,4028,165,24,0,170
109.37282129656523,4095,190,26,0,230
110.94357985421084,3904,160,24,0,156
112.5327596180141,4095,182,25,0,216
114.08302352158353,4095,173,25,0,194
115.58928211592138,4095,209,27,0,290
117.2413261270849,4095,183,25,0,220
118.82059363753069,4095,168,24,0,172
120.37280323752202,4095,215,27,0,298
121.93877767084632,4095,169,24,0,192
123.5154495263705,4095,241,29,0,360
125.22627940692473,4095,190,26,0,248
126.82063600420952,4095,201,27,0,276
128.34161812078673,3465,141,22,0,52
129.9518428958254,4095,332,37,0,504
131.48497785977088,3742,153,23,0,64
132.97850265272427,4095,276,32,0,424
134.56843045412097,4095,311,35,0,484
136.12804283609148,4095,197,26,0,260
137.65233759372495,4095,170,24,0,176
139.25301002711058,4095,637,61,0,798
140.80275350203738,4095,193,26,0,246
142.3267374263378,4095,260,31,0,384
143.9650524451863,4095,242,29,0,370
145.42585823195986,4095,198,27,0,266
147.0260340985842,3933,161,24,0,122
148.60785126802512,4095,231,29,0,338
150.21799633745104,4095,218,28,0,314
151.7084961263463,3509,144,22,0,68
153.25891791528556,4095,179,25,0,208
154.8183965596836,4095,967,88,0,992
156.4453678985592,4095,357,39,0,528
157.9622185586486,4095,410,43,0,594
159.59459506941494,4095,364,39,0,544
161.067372106947,4028,165,24,0,172
162.69046978093684,4095,204,26,0,276
164.18339335278142,4095,171,24,0,190
165.7108586957911,4095,198,26,0,272
167.352120898664,4095,208,27,0,288
